filename,cell_type,img_name,cell_subtype_key,img_type,img_dim,img_height,img_width,img_pixels
basophil/BA_130694.jpg,basophil,BA_130694.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_130831.jpg,basophil,BA_130831.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_131174.jpg,basophil,BA_131174.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_136062.jpg,basophil,BA_136062.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_136209.jpg,basophil,BA_136209.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_139275.jpg,basophil,BA_139275.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_139552.jpg,basophil,BA_139552.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_139733.jpg,basophil,BA_139733.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_141630.jpg,basophil,BA_141630.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_141631.jpg,basophil,BA_141631.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_142746.jpg,basophil,BA_142746.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_143059.jpg,basophil,BA_143059.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_14309.jpg,basophil,BA_14309.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_144863.jpg,basophil,BA_144863.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_145728.jpg,basophil,BA_145728.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_147282.jpg,basophil,BA_147282.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_147402.jpg,basophil,BA_147402.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_147981.jpg,basophil,BA_147981.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_151210.jpg,basophil,BA_151210.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_152650.jpg,basophil,BA_152650.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_152708.jpg,basophil,BA_152708.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_152930.jpg,basophil,BA_152930.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_153085.jpg,basophil,BA_153085.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_154572.jpg,basophil,BA_154572.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_155216.jpg,basophil,BA_155216.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_155436.jpg,basophil,BA_155436.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_15551.jpg,basophil,BA_15551.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_157951.jpg,basophil,BA_157951.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_1581.jpg,basophil,BA_1581.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_158249.jpg,basophil,BA_158249.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_158647.jpg,basophil,BA_158647.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_161101.jpg,basophil,BA_161101.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_161905.jpg,basophil,BA_161905.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_162483.jpg,basophil,BA_162483.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_162861.jpg,basophil,BA_162861.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_163898.jpg,basophil,BA_163898.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_164170.jpg,basophil,BA_164170.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_165215.jpg,basophil,BA_165215.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_166254.jpg,basophil,BA_166254.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_166406.jpg,basophil,BA_166406.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_166905.jpg,basophil,BA_166905.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_168028.jpg,basophil,BA_168028.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_168566.jpg,basophil,BA_168566.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_172469.jpg,basophil,BA_172469.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_173262.jpg,basophil,BA_173262.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_173620.jpg,basophil,BA_173620.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_174705.jpg,basophil,BA_174705.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_174731.jpg,basophil,BA_174731.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_175269.jpg,basophil,BA_175269.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_175579.jpg,basophil,BA_175579.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_176200.jpg,basophil,BA_176200.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_17648.jpg,basophil,BA_17648.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_177230.jpg,basophil,BA_177230.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_177799.jpg,basophil,BA_177799.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_178345.jpg,basophil,BA_178345.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_178358.jpg,basophil,BA_178358.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_178853.jpg,basophil,BA_178853.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_179459.jpg,basophil,BA_179459.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_180745.jpg,basophil,BA_180745.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_180990.jpg,basophil,BA_180990.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_183362.jpg,basophil,BA_183362.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_184105.jpg,basophil,BA_184105.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_184682.jpg,basophil,BA_184682.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_186830.jpg,basophil,BA_186830.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_18821.jpg,basophil,BA_18821.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_188974.jpg,basophil,BA_188974.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_189696.jpg,basophil,BA_189696.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_190505.jpg,basophil,BA_190505.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_191120.jpg,basophil,BA_191120.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_19177.jpg,basophil,BA_19177.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_193488.jpg,basophil,BA_193488.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_193863.jpg,basophil,BA_193863.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_196745.jpg,basophil,BA_196745.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_196807.jpg,basophil,BA_196807.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_197357.jpg,basophil,BA_197357.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_19779.jpg,basophil,BA_19779.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_198105.jpg,basophil,BA_198105.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_198153.jpg,basophil,BA_198153.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_198565.jpg,basophil,BA_198565.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_199179.jpg,basophil,BA_199179.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_200697.jpg,basophil,BA_200697.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_200989.jpg,basophil,BA_200989.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_201200.jpg,basophil,BA_201200.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_20161.jpg,basophil,BA_20161.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_201984.jpg,basophil,BA_201984.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_20201.jpg,basophil,BA_20201.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_202924.jpg,basophil,BA_202924.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_2035.jpg,basophil,BA_2035.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_204774.jpg,basophil,BA_204774.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_204791.jpg,basophil,BA_204791.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_206112.jpg,basophil,BA_206112.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_206130.jpg,basophil,BA_206130.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_208484.jpg,basophil,BA_208484.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_208485.jpg,basophil,BA_208485.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_209608.jpg,basophil,BA_209608.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_210917.jpg,basophil,BA_210917.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_212452.jpg,basophil,BA_212452.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_212732.jpg,basophil,BA_212732.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_212748.jpg,basophil,BA_212748.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_21413.jpg,basophil,BA_21413.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_214521.jpg,basophil,BA_214521.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_214538.jpg,basophil,BA_214538.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_214867.jpg,basophil,BA_214867.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_214889.jpg,basophil,BA_214889.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_215988.jpg,basophil,BA_215988.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_218293.jpg,basophil,BA_218293.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_218471.jpg,basophil,BA_218471.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_219183.jpg,basophil,BA_219183.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_220744.jpg,basophil,BA_220744.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_221009.jpg,basophil,BA_221009.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_221057.jpg,basophil,BA_221057.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_221648.jpg,basophil,BA_221648.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_22197.jpg,basophil,BA_22197.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_223010.jpg,basophil,BA_223010.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_223705.jpg,basophil,BA_223705.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_223799.jpg,basophil,BA_223799.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_225229.jpg,basophil,BA_225229.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_225540.jpg,basophil,BA_225540.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_227863.jpg,basophil,BA_227863.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_229541.jpg,basophil,BA_229541.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_229550.jpg,basophil,BA_229550.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_229935.jpg,basophil,BA_229935.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_230866.jpg,basophil,BA_230866.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_232284.jpg,basophil,BA_232284.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_236096.jpg,basophil,BA_236096.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_236251.jpg,basophil,BA_236251.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_236510.jpg,basophil,BA_236510.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_237069.jpg,basophil,BA_237069.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_237864.jpg,basophil,BA_237864.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_238012.jpg,basophil,BA_238012.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_238331.jpg,basophil,BA_238331.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_23839.jpg,basophil,BA_23839.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_240301.jpg,basophil,BA_240301.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_240977.jpg,basophil,BA_240977.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_241069.jpg,basophil,BA_241069.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_241108.jpg,basophil,BA_241108.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_241392.jpg,basophil,BA_241392.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_24200302.jpg,basophil,BA_24200302.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_242626.jpg,basophil,BA_242626.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_243213.jpg,basophil,BA_243213.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_243554.jpg,basophil,BA_243554.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_243889.jpg,basophil,BA_243889.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_245418.jpg,basophil,BA_245418.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_24720.jpg,basophil,BA_24720.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_248930.jpg,basophil,BA_248930.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_24963.jpg,basophil,BA_24963.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_249665.jpg,basophil,BA_249665.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_250000.jpg,basophil,BA_250000.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_250396.jpg,basophil,BA_250396.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_250620.jpg,basophil,BA_250620.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_251042.jpg,basophil,BA_251042.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_25245.jpg,basophil,BA_25245.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_254321.jpg,basophil,BA_254321.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_254820.jpg,basophil,BA_254820.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_255467.jpg,basophil,BA_255467.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_255533.jpg,basophil,BA_255533.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_255913.jpg,basophil,BA_255913.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_25610.jpg,basophil,BA_25610.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_258997.jpg,basophil,BA_258997.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_260100.jpg,basophil,BA_260100.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_260213.jpg,basophil,BA_260213.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_262646.jpg,basophil,BA_262646.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_263028.jpg,basophil,BA_263028.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_26315.jpg,basophil,BA_26315.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_264833.jpg,basophil,BA_264833.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_26527.jpg,basophil,BA_26527.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_265929.jpg,basophil,BA_265929.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_266178.jpg,basophil,BA_266178.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_266370.jpg,basophil,BA_266370.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_266945.jpg,basophil,BA_266945.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_267693.jpg,basophil,BA_267693.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_268064.jpg,basophil,BA_268064.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_27002.jpg,basophil,BA_27002.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_270382.jpg,basophil,BA_270382.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_270647.jpg,basophil,BA_270647.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_271501.jpg,basophil,BA_271501.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_271614.jpg,basophil,BA_271614.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_273021.jpg,basophil,BA_273021.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_273793.jpg,basophil,BA_273793.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_274684.jpg,basophil,BA_274684.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_274864.jpg,basophil,BA_274864.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_275073.jpg,basophil,BA_275073.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_275300.jpg,basophil,BA_275300.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_276179.jpg,basophil,BA_276179.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_276896.jpg,basophil,BA_276896.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_277242.jpg,basophil,BA_277242.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_277489.jpg,basophil,BA_277489.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_27810.jpg,basophil,BA_27810.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_278185.jpg,basophil,BA_278185.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_278732.jpg,basophil,BA_278732.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_279326.jpg,basophil,BA_279326.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_279501.jpg,basophil,BA_279501.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_279676.jpg,basophil,BA_279676.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_279986.jpg,basophil,BA_279986.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_280715.jpg,basophil,BA_280715.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_281662.jpg,basophil,BA_281662.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_281849.jpg,basophil,BA_281849.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_283950.jpg,basophil,BA_283950.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_284260.jpg,basophil,BA_284260.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_284282.jpg,basophil,BA_284282.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_285156.jpg,basophil,BA_285156.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_2862.jpg,basophil,BA_2862.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_28660.jpg,basophil,BA_28660.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_287643.jpg,basophil,BA_287643.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_288192.jpg,basophil,BA_288192.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_289279.jpg,basophil,BA_289279.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_290341.jpg,basophil,BA_290341.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_294650.jpg,basophil,BA_294650.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_296272.jpg,basophil,BA_296272.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_296311.jpg,basophil,BA_296311.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_296615.jpg,basophil,BA_296615.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_297732.jpg,basophil,BA_297732.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_298210.jpg,basophil,BA_298210.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_298364.jpg,basophil,BA_298364.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_298505.jpg,basophil,BA_298505.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_301562.jpg,basophil,BA_301562.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_30267.jpg,basophil,BA_30267.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_303637.jpg,basophil,BA_303637.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_303986.jpg,basophil,BA_303986.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_304705.jpg,basophil,BA_304705.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_305180.jpg,basophil,BA_305180.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_305341.jpg,basophil,BA_305341.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_305735.jpg,basophil,BA_305735.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_305833.jpg,basophil,BA_305833.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_305849.jpg,basophil,BA_305849.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_307542.jpg,basophil,BA_307542.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_307737.jpg,basophil,BA_307737.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_307830.jpg,basophil,BA_307830.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_308527.jpg,basophil,BA_308527.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_309434.jpg,basophil,BA_309434.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_309583.jpg,basophil,BA_309583.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_310106.jpg,basophil,BA_310106.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_312613.jpg,basophil,BA_312613.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_31317.jpg,basophil,BA_31317.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_313484.jpg,basophil,BA_313484.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_314118.jpg,basophil,BA_314118.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_314590.jpg,basophil,BA_314590.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_315376.jpg,basophil,BA_315376.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_316789.jpg,basophil,BA_316789.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_317130.jpg,basophil,BA_317130.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_317405.jpg,basophil,BA_317405.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_318538.jpg,basophil,BA_318538.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_319331.jpg,basophil,BA_319331.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_320878.jpg,basophil,BA_320878.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_32179.jpg,basophil,BA_32179.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_322445.jpg,basophil,BA_322445.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_324268.jpg,basophil,BA_324268.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_324706.jpg,basophil,BA_324706.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_32490.jpg,basophil,BA_32490.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_324965.jpg,basophil,BA_324965.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_326538.jpg,basophil,BA_326538.jpg,BA,jpg,363 x 360,363,360,130680
basophil/BA_326722.jpg,basophil,BA_326722.jpg,BA,jpg,363 x 360,363,360,130680
